title,mediaType,eps,duration,ongoing,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes
Nanana's Buried Treasure PV,Web,1,3,No,,,['A-1 Pictures'],"['Ghosts', 'Promotional', 'Shorts', 'Supernatural', 'Based on a Light Novel']",[],348,16,331,5,2.582,201
The iDOLM@STER: Cinderella Girls Theater Climax Season (Web),Web,7,3,No,Spring,,['Gathering'],"['Chibi', 'Idols', 'Short Episodes']",[],95,8,64,5,2.581,71
Kurousa-P: Jougen no Tsuki,Music Video,1,4,No,,,[],"['Historical', 'Vocaloid']",[],34,0,11,0,2.581,18
Princess Principal Picture Drama,DVD Special,6,4,No,,,"['Studio 3Hz', 'Actas']",['Picture Drama'],[],178,39,191,13,2.58,125
Chokotto Anime Kemono Friends 3,Web,17,1,Yes,,,[],"['Animal Characteristics', 'Anthropomorphic', 'Contemporary Fantasy', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation']",[],,28,65,4,2.579,13
Tomoko Oshima: Tadaima.,Other,1,3,No,,,[],"['Slice of Life', 'Shorts']",[],28,0,8,0,2.579,21
Memories Off #5 Togireta Film The Animation,Movie,1,26,No,,"After the death of Yusuke Hina, the cinema club's morale plummets. Mahiro Sendo blames herself for Yusuke's death and decides to star in a role in an upcoming movie named Hikari no Kaidan, which is being produced by the cinema club. However, Mahiro is unable to continue, thus leaving the club suddenly and disappearing; but Kawai Haruto, the editor for the club, feels that if he can finish editing the movie and screen it on time, his feelings for Mahiro will reach her. Will Kawai's feelings bring Mahiro back to his side?",['Doga Kobo'],"['Drama', 'Romance', 'Based on a Visual Novel']",[],549,13,489,10,2.578,287
Gan Gan Ganko-chan 2nd Season,TV,8,4,No,Winter,Second season of Gan Gan Ganko-chan.,['10GAUGE'],"['Fantasy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Dinosaurs', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes', 'Time Travel']",[],16,1,22,0,2.577,10
Usavich Special,DVD Special,1,2,No,,,[],"['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Non-Human Protagonists', 'Rabbits']",[],37,3,15,1,2.577,27
GeGeGe no Kitarou: Nippon Bakuretsu!!,Movie,1,75,No,,,['Toei Animation'],"['Japanese Mythology', 'Supernatural', 'Youkai']",[],108,7,122,9,2.576,50
rerulili: Shimmering ZEN Girl,Music Video,1,3,No,,,[],['Vocaloid'],[],27,0,9,0,2.576,17
Gothicmade: Hana no Utame,Movie,1,70,No,,,['Automatic Flowers Studio'],"['Mecha', 'Sci Fi']",[],27,2,371,7,2.576,14
Kiitaro's youkai picture diary Special,DVD Special,1,4,No,,,['Creators in Pack'],"['Comedy', 'Ecchi', 'Seinen', 'Japanese Mythology', 'Supernatural', 'Youkai', 'Based on a Manga']",[],70,9,206,5,2.575,45
Blazing Teens 5,Web,40,24,No,,,[],"['Action', 'Fantasy', 'Chinese Animation', 'Family Friendly', 'Proxy Battles']",[],28,10,48,5,2.575,16
Jakusansei Million Arthur,Web,83,2,Yes,Fall,,['Gathering'],"['Comedy', 'Fantasy', 'Chibi', 'Parody', 'Short Episodes', 'Based on a Manga']",[],,50,193,7,2.574,33
Rang Wo Men Shao Ba,Web,2,7,No,,,[],"['Action', 'Fantasy', 'Sci Fi', 'Chinese Animation', 'Magic', 'School Club', 'School Life', 'Short Episodes']",[],26,53,131,31,2.574,70
OSTER project: Alice in Musicland,Music Video,1,12,No,,,[],"['Adventure', 'Fantasy', 'Alice in Wonderland', 'Person in a Strange World', 'Vocaloid', 'Based on a Novel']",[],46,0,20,0,2.574,24
Getsuyoubi no Tawawa,Web,12,5,No,Fall,"The anime follows a salaryman who has a chance meeting with a girl named Ai on the train. They begin to meet every Monday on the train, with the man serving as her ""bodyguard"" on the crowded commute while they chat.",['Pine Jam'],"['Ecchi', 'Slice of Life', 'Salaryman', 'Short Episodes', 'Based on a Manga']",[],1486,198,1067,164,2.571,1220
Overlord 6: Drama CD-tsuki Tokusou-ban - Yokoku-hen,Other,1,5,No,,,[],"['Fantasy', 'Picture Drama', 'Promotional', 'Shorts', 'Skeletons', 'Based on a Light Novel']",[],265,14,211,7,2.544,162
I''s Pure Bonus,DVD Special,5,2,No,,,['ARMS'],"['Shounen', 'Based on a Manga']",[],478,7,190,7,2.572,290
Fate/strange Fake PV,Web,1,1,No,,,['A-1 Pictures'],"['Action', 'Fantasy', 'Promotional', 'Shorts', 'Based on a Light Novel']",[],49,2,22,0,2.736,26
Mikito-P: 39 Music,Music Video,1,4,No,,,[],['Vocaloid'],[],37,0,7,0,2.57,20
Mitsuwano,OVA,1,28,No,,"Riko, Midori, and Mai work in an inn in Kyoto and are training to become maikos. A festival is coming and the three must practice their skills for the event.",['Zexcs'],"['Drama', 'Slice of Life', 'Based on a Light Novel']",[],285,6,184,7,2.57,221
Tadaima,Movie,1,14,No,,"A Thai foreign exchange student named Mei finds herself bewildered when she first arrives at Saga station. She gets on a bus and, through interactions with the residents of Saga wherever she goes, she makes her own ""precious memories.""",['TMS Entertainment'],"['Adventure', 'Slice of Life', 'Countryside', 'Shorts', 'Original Work']",[],39,3,117,3,2.57,26
OSTER project: Summer Idol,Music Video,1,4,No,,,[],['Vocaloid'],[],49,0,9,0,2.569,26
Kabushikigaisha OPT Shinsotsu Saiyou Movie,Web,1,6,No,,,[],"['Coworkers', 'Promotional', 'Work Life']",[],23,0,14,0,2.568,14
Superflat First Love,Movie,1,3,No,,"Aya once again stands outside the Louis Vuitton store, but this time, Panda Geant doesn't appear before her. Instead, the smaller, multicolored Petit Panda suddenly appears, swallowing the girl and bringing her back into to the abstract, colorful world! Aya even finds herself back in the late 1800s and meets a teenaged Gaston-Louis Vuitton, before she must return to her own time...",[],"['Fantasy', 'Romance', 'Abstract', 'Bears', 'Shorts', 'Time Travel']",[],541,9,264,5,2.568,381
Wish Upon the Pleiades (2011),Web,4,5,No,Winter,"When Subaru ran across a group of her classmates, she had no idea that they were in fact magical girls, and that she'd be recruited to become their newest member. For Aoi and the rest of the gang are on an important mission – they must collect special fragments that can be used to power a spaceship and send an alien friend home. But the girls aren't the only ones after these items...",['Gainax'],"['Fantasy', 'Magical Girl', 'Henshin Heroes', 'Magic', 'Promotional', 'Short Episodes', 'Original Work']",[],1820,41,699,54,2.567,1336
Cross Fight B-Daman eS,TV,52,12,No,Fall,"In ""Crest Land,"" a mysterious ""B-Crystal"" has started to go berserk. The main protagonist Kamon Godai lives in the south area of Crest Land, and is an energetic boy who loves B-Daman. However, he lost his all past memories of B-Daman and his family, except for his big sister Aona who lives with him. One day, Kamon meets Garuburn, a B-Daman at his local B-Daman shop, ""B-Junk,"" and he finds Garuburn strangely familiar. Garuburn becomes his partner, and he returns to the B-Daman battles once again.",['Synergy SP'],"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Family Friendly', 'Short Episodes', 'Based on a Manga', 'Based on a Video Game']",[],147,35,160,25,2.567,107
Shounen Ashibe: Go! Go! Goma-chan (2019),TV,24,9,No,Spring,,"['Studio Palette', 'Shin-Ei Animation']","['Comedy', 'Slice of Life', 'Animal Protagonists', 'Family Friendly', 'Non-Human Protagonists', 'Pets', 'Short Episodes', 'Based on a Manga']",[],20,9,34,4,2.566,20
Kyoto Animation CM: Hoshi-hen,Other,1,1,No,,Two characters jump out of a storyboard artist's page and go on a magical adventure around the animator's office.,['Kyoto Animation'],"['Adventure', 'Commercials', 'Promotional']",[],340,0,62,3,2.566,233
Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,DVD Special,1,3,No,,,[],"['Comedy', 'Chibi', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],31,2,21,1,2.565,17
Yui Aragaki: piece,Music Video,1,6,No,,,['Studio Ghibli'],['Slice of Life'],[],491,6,402,5,2.565,340
Mobile Suit Gundam ZZ: Gundam Frag.,DVD Special,2,5,No,,,['Sunrise'],"['Mecha', 'Sci Fi']",[],551,9,461,11,2.564,254
Jin: World Calling,Music Video,1,3,No,,,[],['Vocaloid'],[],235,1,63,2,2.564,141
Macross 25th Anniversary: All That VF Macross Zero Version,Other,1,2,No,,,[],"['Mecha', 'Aviation', 'Music', 'Promotional', 'Real Robot', 'Shorts', 'Transforming Mecha', 'CG Animation']",[],321,4,240,10,2.563,160
Wasurenai yo,Music Video,1,2,No,,,[],['Minna no Uta'],[],16,1,10,0,2.562,11
Kobayashi ga Kawai Sugite Tsurai!!,OVA,2,16,No,,"The manga's story revolves around twin brother and sister Mitsuru and Megumu Kobayashi who switch places and attend the other sibling's school. Things get strange when Megumu realizes that the school that her popular brother Mitsuru had been going to was in fact a school for delinquents. When attacked by a group of bullies, she meets a mysterious boy with an eye patch.",[],"['Comedy', 'Romance', 'Crossdressing', 'Impersonation', 'School Life', 'Based on a Manga']",[],517,20,413,21,2.562,334
DECO*27: Fakery Tale,Music Video,1,4,No,,,[],['Vocaloid'],[],120,1,33,0,2.562,67
The IDOLM@STER: Cinderella Girls Gekijou - 5 Shuunen Kinen Short Anime,Web,1,3,No,,,[],"['Comedy', 'Chibi', 'Idols', 'Shorts']",[],31,1,23,3,2.561,21
Jurassic!,Web,1,1,No,Summer,,['Toei Animation'],"['Fantasy', 'Dinosaurs', 'Shorts', 'Original Work']",[],188,9,190,1,2.561,116
Zetsumetsu Kigu Shoujo: Amazing Twins,OVA,2,30,No,,"Amane Todoroki is a young girl who is straightforward but also unthinking. She will try her very best in everything and say, ""I don't know how to answer you if you ask me whether this can be done. I just believe it can. If not, then nothing will get started."" She easily gets stuck in her thinking, but she can also get easily moved at something small and start crying.",['Encourage Films'],"['Action', 'Body Sharing', 'Magic', 'Supernatural', 'Superpowers', 'Original Work']",[],532,80,556,53,2.558,451
Inishie no Megami to Houseki no Ite,Web,2,1,No,,,[],"['Action', 'Fantasy', 'Commercials', 'Dragons', 'Promotional', 'Short Episodes', 'Based on a Mobile Game']",[],48,1,36,0,2.56,28
Soratobu Toshi Keikaku,Music Video,1,5,No,,"While traveling by futuristic, galactic means, a girl is inadvertently plunged to a world below. Now surrounded by strange automatons and a very handsome man, she embarks on a new and interesting adventure…",['Studio Kajino'],"['Adventure', 'Sci Fi']",[],313,3,106,6,2.56,225
Duel Masters: Lunatic God Saga,Movie,1,75,No,,,['Shogakukan Music & Digital Entertainment'],"['Shounen', 'Card Battles', 'Family Friendly', 'Based on a Manga']",[],95,2,82,8,2.56,44
Myriad Colors Phantom World: Limitless Phantom World,DVD Special,7,6,No,,,['Kyoto Animation'],"['Comedy', 'Fantasy', 'Magic', 'Picture Drama', 'Supernatural', 'Based on a Light Novel']",[],860,90,607,47,2.559,561
Princess Lover! Picture Drama,DVD Special,6,9,No,,,['GoHands'],"['Ecchi', 'Picture Drama']",[],1294,21,558,23,2.558,735
Ganbare! Kakure Ase Project,Web,1,2,No,,"An animated commercial for Kao Biore Sarasara Powder Sheets focuses less on a personal hygiene routine, instead opting to tug at viewers' heartstrings. The ad stars three high school friends, one a flutist named Mina and the other a burgeoning photographer named Akane. Mina finds herself getting wistful as the school year is drawing to a close but through the encouragement of her friends (and some well-timed product placement) she's reinvigorated to make the year the best it can be. ",['G-angle'],"['Slice of Life', 'No Dialogue', 'Promotional', 'School Life', 'Shorts']",[],37,1,25,1,2.558,21
Yubi wo Nusunda Onna,Movie,1,4,No,,,[],['Shorts'],[],78,1,57,2,2.558,53
Aki Sora: Yume no Naka,OVA,2,24,No,,"Aki and Sora continue to indulge in their forbidden sexual relationship, unbeknownst to their mother and sister Nami. Even becoming sick or cooking dinner is a pleasurable adventure for the boy given the loving touch of his older sister. Meanwhile, Nami is as determined as ever to catch the eye of her best friend Kana, though the girl continues to have eyes only for her brother, Sora...",['Hoods Entertainment'],"['Ecchi', 'Romance', 'Seinen', 'Borderline H', 'Siblings', 'Based on a Manga']","['Explicit Sex', 'Incest', 'Mature Themes']",8558,276,1828,120,2.556,5609
Illion: Miracle,Music Video,1,5,No,,,['Rockwell Eyes'],"['Fantasy', 'Abstract', 'Psychological']",[],27,0,13,0,2.557,14
Super Dragon Ball Heroes: Tukobetsu-hen: Kessen! Time Patrol vs Ankoku Ou,Web,1,9,No,,,['Toei Animation'],"['Action', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Promotional', 'Superpowers']",[],86,9,28,0,2.557,58
Yuyoyuppe: Leia,Music Video,1,4,No,,,[],['Vocaloid'],[],135,1,33,0,2.556,68
Sou: Noid,Music Video,1,4,No,,,[],[],[],26,0,21,0,2.556,13
Slide,Web,1,8,No,,"Based on the figure skater Mao Asada. On July 10th, Tekken posted the full version of the video on his official YouTube channel. The story took 2,890 hand drawn sheets. Tekken originally made a short version back in 2015 but when Mao Asada announced her retirement on April 10, 2017--he decided to expand upon it by creating 5 minutes worth of additional content.",[],"['Black and White', 'Shorts']",[],29,0,9,1,2.555,20
KisKis! Wode Nanyou Shi Bohe Tang,Other,4,5,No,,,[],"['Reverse Harem', 'Romance', 'Slice of Life', 'Chinese Animation', 'Promotional', 'Short Episodes']",[],54,1,115,4,2.553,31
Blassreiter: Navigator,TV Special,1,20,No,,,['GONZO'],"['Action', 'Sci Fi', 'Demons', 'Motorcycles', 'Racing', 'Recap', 'Original Work']",[],582,15,451,14,2.552,276
Sketch,Web,1,2,No,,,[],"['Black and White', 'No Dialogue', 'Shorts']",[],36,0,10,0,2.552,26
Sono Mukou no Mukougawa,Music Video,1,2,No,,,['Studio Fantasia'],['Based on a Manga'],[],45,0,23,0,2.552,29
Wolf Children x House Shokuhin Stew,Other,1,1,No,,,[],"['Slice of Life', 'Promotional']",[],246,11,228,5,2.55,135
Mukougaoka Chisato Was Only Gazing,Music Video,1,5,No,,,[],[],[],166,1,43,4,2.55,113
Curly,Web,1,4,No,,"The place is Kyoto, Japan. The bride has a mishap just before the wedding ceremony. Her father and mother get into a panic, her younger sister runs around, and her pet just sits still. This is a story of a family.",['Echoes'],"['Comedy', 'Adult Couples', 'No Dialogue', 'Shorts', 'CG Animation', 'Original Work']",[],72,2,81,0,2.55,46
A Jewish Girl in Shanghai,Movie,1,80,No,,"Based upon the popular graphic novel by Wu Lin, this is the first Chinese animated film to portray the Holocaust. The film centers around the warm friendship between Rina, a wide-eyed European Jewish schoolgirl and A-Gen, a Chinese pancake seller, who teach each other about their distant worlds as Shanghai struggles beneath its own cruelly portrayed Japanese occupation.",[],"['Chinese Animation', 'Family Friendly', 'Historical', 'War', 'World War 2', 'Based on a Comic Book']",[],22,0,48,2,2.55,15
Shi Xiong,Web,41,8,No,,"Protagonist Xiao Fei used to be an ordinary guy from H city. After the spring water was contaminated with a virus, however, he unexpectedly encountered an unprecedented crisis. The people living in H City became zombies one by one, devouring each other, and gradually evolving. Can Xiao Fei escape from H city and meet up with his girlfriend Wei? The story now begins...",['L2 Studio'],"['Action', 'Comedy', 'Horror', 'Chinese Animation', 'Short Episodes', 'Supernatural', 'Zombies', 'Based on a Manga']",['Violence'],54,17,147,17,2.549,50
HoneyWorks: Kessen Spirit,Music Video,1,5,No,,,[],"['Sports', 'Vocaloid']",[],24,3,11,0,2.548,16
Wangpai Yushi Episode 0,Web,1,13,No,,,['Haoliners Animation League'],"['Chinese Animation', 'Supernatural']",[],56,5,74,2,2.548,35
ClariS: CLICK,Music Video,1,4,No,,,[],[],[],107,1,50,1,2.547,51
Tantei Opera Milky Holmes: Arsene - Karei naru Yokubou,TV Special,1,24,No,,,['J.C. Staff'],"['Mystery', 'Detectives', 'Sherlock Holmes']",[],103,8,114,3,2.547,55
Tiger & Bunny Recaps,OVA,2,95,No,,,['Sunrise'],"['Action', 'Comedy', 'Sci Fi', 'Superheroes', 'Superpowers', 'Original Work']",[],36,1,33,4,2.546,21
Taisei Kensetsu: Vietnam Noi Bai Kuukou,Other,1,1,No,,,['CoMix Wave Films'],"['Slice of Life', 'Commercials', 'Promotional', 'Work Life']",[],185,1,41,1,2.546,121
Culture City of East Asia 2019 Toshima,Other,1,1,No,,,[],"['Slice of Life', 'Original Work']",[],35,0,23,2,2.546,19
Tono to Issho,TV,12,2,No,Summer,"The relationship between servant and master has always been strained, but it’s even worse when the staff has to put up with their employer’s eccentricities. From the fearsome Masamune Date with his fetish for eye patches to the super-moe Motochika who has his employees swooning over him like a fanclub, the lords are having the time of their lives, while their servants certainly have their work cut out for them. With the confused Shingen believing he’s fallen for his rival, Nobunaga agreeing to every bizarre battle tactic suggested to him, and Masamune more interested in accessorising his horse than discussing war, it seems that Feudal Japan is much livelier than the history books make out.",['Gathering'],"['Comedy', 'Seinen', 'Feudal Japan', 'Historical', 'Parody', 'Short Episodes', 'Based on a Manga']",[],561,48,581,74,2.545,437
